ICD,OMIM gene count,Match in DOID,Match in Orphanet,Match distinct Gene.refGene
491,3,3,0,0
492,0,1,0,0
493,3,3,0,0
494,4,4,0,0
495,0,0,1,0
496,3,3,0,0
