ICD,OMIM gene count,Match in DOID,Match in Orphanet,Match distinct Gene.refGene
430,16,16,0,1
431,5,5,0,1
432,5,5,0,1
433,5,5,0,1
434,5,5,0,1
435,5,5,0,1
436,5,5,0,1
437,22,11,16,2
438,5,5,0,1
